PassengerId,Survived,Pclass,Name,Age,NrFamiliares,Ticket,Fare,Cabin
20d242d7,1,d5eb,9e4de91f6725fa5ba9556bf00f40443d4b74fb79496694c158d3c6b4f8b6298c,Adulto,Sem familiares,759****,menos que $100,Desconhecido
6e061049,0,35c4,fd786b6c7e9081f44e48918d87be52e9506f96a23986f0b50805d71c21f3abd6,Adulto,Sem familiares,113****,menos que $100,T
53adf5df,1,ae51,19c33205ec346d043ec0920ada412a4763170122eca71e7723bac9286b2fb94e,Menor,Pequena,230****,menos que $100,F
28f59cd7,1,35c4,472e9e770893e3ce6827be038e104edfd6779ec2857750e60a3c6cfb3a35536c,Adulto,Grande,199****,$200-$300,C
ce21d2c6,0,ae51,b4ea062c658bf0749cd44712fdd3286fa1cab1ec159a8dd345cf626fd78edeac,Adulto,Sem familiares,248****,menos que $100,Desconhecido
54b13433,0,ae51,285ca3ce6e0ffe97139e2296348b22f8e592fa38689bfe4e98f710658409c032,Adulto,Sem familiares,244****,menos que $100,Desconhecido
dee0e62d,0,ae51,ca010bddafe0b1dac66a02a873613be211468b4d210a0bd09802714590788e14,Adulto,Sem familiares,229****,menos que $100,Desconhecido
85404bdb,1,ae51,93dac422f849f5323a5bf267dab1d7b5dfd36a56ba725c8184bcbafbd0106211,Adulto,Sem familiares,248****,menos que $100,F
4dd70ed7,1,ae51,e32b48e3b15e0f4454062f1d84ed3fbf3868723c629c9978caf28e5aa9098486,Adulto,Sem familiares,314****,menos que $100,Desconhecido
202b15a7,1,d5eb,78e78fb7d8b8ecc47c470d1c3937e9271cde3b6a6f1625c6f46e1d7bbe3de7e8,Adulto,Pequena,386****,menos que $100,Desconhecido
3dca56bf,1,d5eb,0f9e0c9531008d7da5e2fcb3425b122cd67d4cbedc9ea7ca0ae3a5aae7101c67,Menor,Pequena,C.A****,menos que $100,Desconhecido
43a07ad7,0,d5eb,f6dea2c336abc0693faae6cd834393ab74fcae2873a4c0bbbef610676a17c554,Adulto,Sem familiares,315****,menos que $100,Desconhecido
9c687ac4,0,d5eb,844ef3e69129d124d5f3ee0aca0dae30d3b41b4eca58669be00941727c0be493,Adulto,Sem familiares,726****,menos que $100,Desconhecido
61c6152a,0,35c4,79c90705346d8ad17bed045ae689144215cf49d6a506b1a685c0cc7f48bfa990,Adulto,Sem familiares,113****,menos que $100,C
5c11a6ce,0,d5eb,6b01ec640d042fa19c0d0bfdca1f8aba10e0ab4743c90ef0469c4f79fa86b729,Menor,Pequena,269****,menos que $100,Desconhecido
1e53d7ab,0,d5eb,63902dceda20676e3c19fdc6fa88bdec7c57aaa4961f0d032435ffbe4ff3c007,Adulto,Pequena,349****,menos que $100,Desconhecido
8838dfee,0,d5eb,9e68124ace2aba853748d7541f9141061f253e1149ed75399610691d21f395af,Adulto,Sem familiares,264****,menos que $100,Desconhecido
ece419c1,0,d5eb,47a1d97b0027cebe6423de2b95f5c0c1f2ff049812606ca9badde1e90ff694f7,Adulto,Sem familiares,345****,menos que $100,Desconhecido
93d33c9b,1,35c4,92531b649ace640b5f850deb43000147bf9621e0e17f17a30fe2a8f23c956537,Adulto,Pequena,113****,menos que $100,E
e0357dc1,0,ae51,ee7c2e39cdc1a41e3751abea6f8bb418553c34c4cd00116b6c2eef69169f728d,Adulto,Sem familiares,237****,menos que $100,Desconhecido
89601716,1,d5eb,3bf3edaf307c664e6c3fe4348a9b87b8afe1dc6ba1ed075048b099de0adc8bd8,Adulto,Sem familiares,330****,menos que $100,Desconhecido
6029759c,1,d5eb,3530c302a25d69c044ffa950774defc17956d3bb5d1bad5764148b378e779634,Adulto,Sem familiares,330****,menos que $100,Desconhecido
dbac41c5,0,d5eb,8c522d5f3a1e423167cb30bb7c190fe26dd5f46d976bf63867a40ccc74eed100,Adulto,Grande,347****,menos que $100,Desconhecido
34010a53,0,ae51,80d91f756e37320ed526260dff088d8faa1f139f6eeda862e786779c27d4a2aa,Adulto,Pequena,SC/****,menos que $100,Desconhecido
3db8bdee,0,d5eb,705e7f7bc09d4fdca9c5d0fabe20d90ff884c93f1d5fb45aa66baeeff669130a,Adulto,Pequena,269****,menos que $100,Desconhecido
6cc7faaf,0,d5eb,fa46531fcae9cf64db439cd56be4efc2318f0c2b522201dca0ed3c7c42675e83,Adulto,Sem familiares,SOT****,menos que $100,Desconhecido
8c643ad2,0,d5eb,5a49e7cc693256fdf49cec7c7f5bc881c35cff1652ecee7c6ac39a4fea29c1d2,Adulto,Pequena,370****,menos que $100,Desconhecido
f4d3de40,0,d5eb,f6165c62bee1c40316a4e66a65536dc85915da4ebe5c0f10a9bbb9c7f2fd4aa5,Adulto,Sem familiares,C 7****,menos que $100,Desconhecido
5ba30111,1,35c4,1b25050d09c2b79565c16fe2438647624e3ae7542b47704bbbd6e680337dca58,Senior,Pequena,110****,menos que $100,D
72c62a10,1,d5eb,cb647241585f84c10d60f573e073ade6ccaddbf6dd940ecf9344de17e7c03bfd,Adulto,Sem familiares,262****,menos que $100,Desconhecido
cd19cf49,1,d5eb,07f2343d6aeea578710732a872fdce9d73208e1b6bb53dcc9353ad1a609126b1,Adulto,Sem familiares,143****,menos que $100,Desconhecido
0964c130,1,35c4,35bfbfa343f01e7a36fac88329c6734e32b44ebbfde8c536471376059b5e11e9,Adulto,Sem familiares,PC ****,menos que $100,B
62bf69b1,1,35c4,a039f2f09bc866cff015ab0c691b123f20dfab6629b71569f9b9068ebe8e86df,Adulto,Pequena,117****,menos que $100,E
0847f045,0,d5eb,4f239aba39faacf3ec23354b12d27c091723079771227a775f2e54fd05e04ccf,Adulto,Pequena,310****,menos que $100,Desconhecido
1d72ba92,0,d5eb,f1aeee97c744ab5c220a2b2f84ffe012a4f93e7254c5c90ebbfc3bbd206bfe5c,Adulto,Sem familiares,323****,menos que $100,Desconhecido
3e36b0b7,0,35c4,70a117413fae91d2c2e86e1328d040447b44b3b3e7f59a5eaecbc3227562eea8,Adulto,Sem familiares,PC ****,$100-$200,Desconhecido
ca5262b6,0,d5eb,b33918448822bf451444dae29ce9532cfec09a48cb4135f99c472061fdced2d2,Menor,Grande,349****,menos que $100,Desconhecido
66bde974,1,35c4,0b084e36366b4ab387ea22804f902b791d501f6622be069794be4b996e3ecbc1,Adulto,Pequena,PC ****,menos que $100,Desconhecido
b641fd0e,1,d5eb,fe15875b67400ef386eb0bb0b54454b7ee47ba9c1f3cfa5352085885b3e1af9b,Adulto,Sem familiares,C 7****,menos que $100,Desconhecido
7645e275,0,35c4,03be7695a8b1bb7872c4db7f1c5ff775bf60459d2b5c04eae06d6619fef9fd12,Adulto,Pequena,113****,$200-$300,C
a25ff1f9,0,d5eb,2f74edf45e2dffe4c9a369ffa22b92102d115a85c21802b72a7644466ff872f2,Adulto,Sem familiares,264****,menos que $100,Desconhecido
4c44c4d2,0,d5eb,6a7fc5c3b0dbc6bd46327c5e6baaf1cd9e8b2627054cf90201b6fe4618014495,Adulto,Sem familiares,347****,menos que $100,Desconhecido
34e633fe,1,35c4,44ab20584f4d74b854aaa0aba69b8fd4a5cfffde811ae45b895ca3dbdf1d3262,Adulto,Sem familiares,PC ****,$200-$300,Desconhecido
5829299f,1,d5eb,49aa93a06fe0b021fdd5c656b66a456892d7c7dd6fdd0ee7454374ac77331ae2,Menor,Pequena,265****,menos que $100,Desconhecido
03ee1527,0,d5eb,6cf36245bb3d0591e887de830087f64b5f91a0ccec5bd7257b17f70d8a72ea7b,Adulto,Sem familiares,STO****,menos que $100,Desconhecido
08848b13,1,35c4,be9969380154306023f09283083d57e343b961e0363f9d8d0066ef7d10bb8c0b,Adulto,Pequena,113****,menos que $100,Desconhecido
0f5e4acf,0,d5eb,2f874f914df3f386638b9589b4fecb18c461c78781062b6e81071f8be9c96b49,Adulto,Sem familiares,349****,menos que $100,Desconhecido
0d1f61b6,0,ae51,c7fa24854567ddecc9c54e7d0188f5bdb059fad39eb813890a420865ce8dbc46,Adulto,Sem familiares,S.O****,menos que $100,Desconhecido
03a26e4e,0,d5eb,7099a565d85252b693078d880b1cd6f1a63ecea235c52f5d98ee61d2d6e13ebc,Menor,Grande,CA ****,menos que $100,Desconhecido
48e0ca96,1,ae51,24cde3ef4dc9bb90dd3a49284d9d3fa454e01c8372b5bc635d38f09afa12e7ac,Adulto,Sem familiares,278****,menos que $100,Desconhecido
e2cd891d,0,d5eb,cb92089b6d483230c9f64150d30e7b14ee502cc5985410243777b875a0cc85be,Adulto,Sem familiares,367****,menos que $100,Desconhecido
b6533b31,1,ae51,96c9dc3a23632664d7748798a649278a4d7c400ba98438cdd588423c3e127ed6,Menor,Sem familiares,SC ****,menos que $100,Desconhecido
a9e08096,1,35c4,dd5133c723408f590c280a53f51f9a9609c54625776f0bd399210c0f8f60e0b7,Adulto,Pequena,113****,$100-$200,B
0ed8b19d,1,d5eb,419e4481bd3e3df2e16bc37d4cf12f0a8c0212e38dd184680ee8d973c14aad79,Adulto,Sem familiares,350****,menos que $100,Desconhecido
68faab31,0,d5eb,3f2c0952714beeede361ac3ec8c6765c7fe828bddda698c16531d25736549467,Adulto,Pequena,310****,menos que $100,Desconhecido
8b65afaa,1,35c4,cd7d98c676506f1198c8c14bdbbab19d8bb5b187f03ad37366f5daef46203dfc,Adulto,Pequena,352****,$100-$200,D
029ccd06,1,d5eb,bafd38bee8ae3085a28701c5dbfbbae23efa69253ecb5ed090866c70052bcfef,Adulto,Pequena,PP ****,menos que $100,G
e177a244,0,d5eb,67018e20b0d6a0ffbec47781ba2080e9716dc626712ae399a6678c950e6b068c,Adulto,Sem familiares,350****,menos que $100,Desconhecido
a7dc4056,0,d5eb,14379b612d615f04eb3d71b8986015c70dfbff91bcbb8da01e8544ec7004575e,Adulto,Sem familiares,350****,menos que $100,Desconhecido
2e34796d,0,ae51,0e2fed16c7ee82b020c918e4106f0ed447c0bf17b7b68675c1e3df3ea63f214b,Adulto,Sem familiares,284****,menos que $100,Desconhecido
9cdf7086,0,ae51,fb9dbda2ec486e4848ef06a62fbaa2ec5938f53b18a1b365dc5e125106e2595b,Adulto,Sem familiares,244****,menos que $100,Desconhecido
169df897,1,ae51,c7b403e0650bc91fdd14dc1865b8e1c9e2a2bd09628a76112272181c5fb899ed,Adulto,Sem familiares,240****,menos que $100,Desconhecido
b67f29cd,1,d5eb,bca336a6dce36a7d9a12939c19091e175e4d95f51b47ebf7be521bfa9a0c50de,Adulto,Sem familiares,STO****,menos que $100,Desconhecido
0be48cad,0,d5eb,c44ef4dd776068f9bf440d695586c80a01dbb33768be9e215dade42b47830b73,Adulto,Sem familiares,341****,menos que $100,Desconhecido
6a47df44,0,d5eb,81c60911e9edd95904994c3e1fe4464d7bd48bdc21a05c312185b20b5a2ec009,Adulto,Pequena,413****,menos que $100,Desconhecido
5b925f9e,0,d5eb,c4cec4b35fd5f5d6abc54cbd1c633e7b5c463f11d3f94e33de8d799967dcf3d4,Adulto,Pequena,STO****,menos que $100,Desconhecido
62176754,0,d5eb,3771ce2051a37e0dd2ca408d89b743e1c853ae63b1a14c2130495d22b480b5d8,Adulto,Sem familiares,315****,menos que $100,Desconhecido
b5defd77,0,ae51,fda954d071915734e17a3eb03fff3625433c050727cddea71bada6146c3e8105,Adulto,Pequena,286****,menos que $100,Desconhecido
29e062dd,0,d5eb,c9b8788be65ee9fc86b729cb5a45093b9844a1e474d0c96796aa0844d50e78a9,Adulto,Sem familiares,347****,menos que $100,Desconhecido
7b308769,1,ae51,47384db0df3595149ec5ae3b279ef0f80a388ef055c00e79f44ece8c9e4dbfaf,Menor,Pequena,291****,menos que $100,Desconhecido
005a6666,0,d5eb,1b72b51f4fcfdf8f958ff47b1eb4a47f1dc5935223bece6ae933343c89dd75a8,Adulto,Sem familiares,312****,menos que $100,Desconhecido
c5c655fb,0,d5eb,88c7a6444a40dd0f0ad18f22eae5cbc44824ff28c29069b6a398ed2f56c3ddec,Adulto,Grande,413****,menos que $100,Desconhecido
c04eb0cb,0,d5eb,8b846e0b8840adb4c4105d2aa4edbdfbce5e6de597c396ae5f225e773aad075a,Adulto,Sem familiares,349****,menos que $100,Desconhecido
9aff7871,0,d5eb,19ee5f9c3b092cc3e92dcb308f7a5ca127e583a8a8bc5c7a64d53155c5fd250d,Adulto,Sem familiares,394****,menos que $100,Desconhecido
e1195c0e,1,35c4,1b637d787e69d221754c68d49aa9adce398b0596148381efd75a28efb3e324ef,Adulto,Pequena,199****,menos que $100,C
47dc0042,0,ae51,94a497d1b8cebd8f27301010d3fb1adb999cb86defa1769ec7dff4e64fe10437,Adulto,Sem familiares,239****,menos que $100,Desconhecido
d42123b8,1,d5eb,4e00f70a2e85b5f6942f32eb8a012a8a33228288389896e801da09392d94b4a2,Adulto,Sem familiares,STO****,menos que $100,Desconhecido
5454611d,0,d5eb,7bf875f0281542b862341c9ebf298ad20da4618cbe477cc435a40c086b6c6725,Adulto,Sem familiares,343****,menos que $100,Desconhecido
e8fba101,1,ae51,366dc811c8eaf31d875783e9533d67b4322312daf16fdb8e91bc0da68773a5a9,Adulto,Pequena,282****,menos que $100,Desconhecido
cdf75de7,1,ae51,e949f02c59a11c7e0e0e5b7e92f4828f886fa426db80b8ed4be036815c0ee351,Adulto,Pequena,250****,menos que $100,Desconhecido
37c670c0,0,ae51,267e3e888c9226af2b8b8360c6a630fc608ce561ba4703733120493e4e8b9e92,Adulto,Sem familiares,282****,menos que $100,Desconhecido
53c2045b,0,d5eb,c3dfdff694f522a2b1fb23f63750ebb86a1d06a625c087d436da093f1100d2a0,Menor,Pequena,345****,menos que $100,Desconhecido
bbf3d175,0,d5eb,23c6e644059ddcabb76e7ddf314419f0405a2d87d011bf9504f79aea092d16f2,Adulto,Sem familiares,349****,menos que $100,Desconhecido
fbaa073d,0,d5eb,1f134da807a8b6e264dfbb76c0163acfd70e35116a6d1689e415997a0b147ac1,Adulto,Sem familiares,A/5****,menos que $100,Desconhecido
14aa534f,0,d5eb,64c9c4fe0991111c92d928b936327bb115a1995e767da07d38d1dc526affb5c5,Adulto,Sem familiares,315****,menos que $100,Desconhecido
1203536d,0,d5eb,182cfa00c610f2ab15be8793be24c26f0e596abbbac71d6007fee76412e3f512,Adulto,Pequena,347****,menos que $100,Desconhecido
ee50fbd6,0,d5eb,43e5517c3d8aeb353ad7448679ccab96d7958752396453bfe91786738af7629d,Adulto,Pequena,370****,menos que $100,Desconhecido
d06c1522,0,d5eb,cd9509132cf118c649b5e7265995da6db5601c46e986736f02eb18231770cf38,Adulto,Sem familiares,A/4****,menos que $100,Desconhecido
aa595af5,1,ae51,a9e3265a642d6e5a378824dd95fdb2ca83684befadc5693ee2dbe00e6948806f,Adulto,Pequena,200****,menos que $100,Desconhecido
7f8d4c80,1,ae51,5d43253ee874cc3c3c47015e2751e765f0c518e548fb569cb142e2881c342c08,Adulto,Sem familiares,250****,menos que $100,Desconhecido
f9ec430b,0,d5eb,3491c348858ad1861944ff01bffa3baae3d98bb2f3bc72b6944149913b8ef733,Adulto,Sem familiares,364****,menos que $100,Desconhecido
b831bef3,1,d5eb,4c0fb52dee011491b601a60ae618193d6959210b5c13e6880a4c5b162804295e,Adulto,Sem familiares,SOT****,menos que $100,E
5b021d16,1,35c4,0b6d22eaed8b9c7819d9ac02982d8511c30b440eb9782b5ce6c45d08ff5a94a6,Adulto,Sem familiares,110****,menos que $100,C
e72046cb,1,d5eb,d7626d0a673e3f6ecca4c9d6db9abee2718dd19e1f0f378609d7771e93a894d5,Adulto,Pequena,376****,menos que $100,Desconhecido
752f5628,1,ae51,6142a3707d3fe1af3ff3d61062b34e05942ae2f94d0c9a5d196d5334aae2d274,Adulto,Pequena,SC/****,menos que $100,Desconhecido
62adb462,0,d5eb,ea6b230c7355d20532e21b99c98f66bb6f47536784a2187603145157335ad9f8,Menor,Sem familiares,STO****,menos que $100,Desconhecido
296ebaf8,0,35c4,d798990be0e9ab27a8df83b4a393c355668e3811c4e200ad73f256a2a6a9e0f1,Adulto,Pequena,135****,menos que $100,E
eaa73773,1,35c4,47f29f528a93f761176fbf3701ed06442da89aa3b6f80fe44ea4e35bc4d8c410,Menor,Pequena,113****,$100-$200,B
a002de3b,0,d5eb,f67ebd8b8554bc88234a30f38c0690fc834624398e8004a3dcfb011cb1cdebf8,Adulto,Grande,W./****,menos que $100,Desconhecido
aa89035e,1,ae51,69b7b7105d465ab0cb2889e8267f5be672eccb1d452b32102970e6c9d7c493ce,Adulto,Grande,291****,menos que $100,Desconhecido
6dfb9c45,0,35c4,3cc3d8260b5e3697243878be8f08a5a1f588377e6cb2c6198b7e755c09513b7c,Senior,Grande,199****,$200-$300,C
671f3681,0,ae51,e59eaa09c379d5adbd698ff248587ff0280de49459dad5b8a4e45aaa48ca90c5,Adulto,Sem familiares,C.A****,menos que $100,Desconhecido
49217271,1,ae51,1a3eb451a4975aacef1cd91832acce6fe39293248a7b413115761b5393565def,Adulto,Pequena,F.C****,menos que $100,Desconhecido
c6a7ea42,0,d5eb,0f6c1815fe376f213c8591c38f3f52d8dc73a87bfe513b8d6f53242553f7945a,Adulto,Sem familiares,345****,menos que $100,Desconhecido
f9e32571,0,d5eb,650a08e77834aeb59529632e5bdd2295d00fde59bdfb8df60048e7eb2ffa969a,Adulto,Pequena,347****,menos que $100,Desconhecido
1ccda8cf,1,ae51,6fdc7dda8fa13ff9f53eaa0458a9e36d1fc737dcb7cfd16afeab8dad0c99d9a6,Adulto,Sem familiares,230****,menos que $100,Desconhecido
6ed38baf,1,d5eb,8c37ba815cc52626a22a285c7ff0f2ea2b5ae2db90564be9cb9c652fd5cca271,Adulto,Sem familiares,653****,menos que $100,Desconhecido
4ef61efc,1,35c4,a357b3610f8df1b47601bad548360d32b4eed168044061a5abb3b8f1b56658c9,Menor,Pequena,336****,menos que $100,A
e7c590dc,1,ae51,34e8f79978c77abd3ba1ede29d0fc7e3186a944307002e9f9bc046052e1178ff,Menor,Pequena,250****,menos que $100,Desconhecido
69286fd2,1,35c4,6435713548efb808dca66e8d663c512c60ec9cc935583081e289c6a506d1ef80,Adulto,Sem familiares,113****,menos que $100,Desconhecido
657bb151,1,d5eb,92c0500807cdc82fd2ed3289cf1682d09be5c86ce615f50df95fbcbb11d4a6cd,Menor,Pequena,266****,menos que $100,Desconhecido
54194b82,1,35c4,8556e25795b5e453b2edb1d03622630aecf3c6e564991d4032bf3dd408bb5e74,Adulto,Sem familiares,113****,menos que $100,C
43b68b59,0,ae51,c40b9b1593ca20270b77809da8bfc59e84d26c05f3871f8b0d09a6f952523243,Adulto,Pequena,C.A****,menos que $100,Desconhecido
7d86ad16,0,d5eb,69e837bcd115eedeb35f88d4c7768262b2e640b25762e29be72b6c5424f67c55,Adulto,Pequena,653****,menos que $100,Desconhecido
83e59f33,0,35c4,0b2df15ee3dfd66e2c7a7227c8f590736c6e2ac3da9abe25ccce8aa48b2cbac3,Adulto,Sem familiares,113****,menos que $100,C
2b25a060,1,35c4,6862daea50d156cddb1f905329f1cc1478aa2855e1742bb356938a83d868a3b6,Adulto,Pequena,174****,menos que $100,C
a38d1668,0,d5eb,60f0bd358b7073eb11a4505d20164697c8a732fd929f6bcb8f2de002bfb99e67,Adulto,Sem familiares,A/5****,menos que $100,Desconhecido
4f5ef48c,1,d5eb,8ab5bc27c03536d3ec52d15083a0f0ba72501752a2ebbbb9de04c8e28b88379f,Adulto,Sem familiares,349****,menos que $100,Desconhecido
52f8a107,0,35c4,f2ed4e189831010cf5ffd812011d0106d919b539fe839b5047e7208e7f35ac76,Senior,Sem familiares,135****,menos que $100,E
110a3909,1,35c4,44d0652550d1bee678cc1d156cfef7f3db9a25e6603b5d3036d067772db092bb,Adulto,Pequena,174****,menos que $100,D
070dc157,1,ae51,fb5609e8ffa59aa812ac9b65aef4d3148c7bf37546c00b2329a0b3d35ac1fff8,Adulto,Sem familiares,F.C****,menos que $100,Desconhecido
2e8f564a,0,d5eb,78c1cdf1228cd7e8250697f4d331050f2c87cd9aa774442c3c7684eb32afbf97,Adulto,Sem familiares,371****,menos que $100,Desconhecido
7d42e188,1,35c4,33f8b3a5ce99e008cc1582fdb21414d1275eda10b530a914bf2583be90f12807,Adulto,Sem familiares,199****,menos que $100,E
7bcf4fdd,0,d5eb,6d96603f43896226b715bff3b055604e5dfa13b8cd8a830fd9df2e7b7431bda3,Adulto,Sem familiares,364****,menos que $100,Desconhecido
13275466,0,35c4,ea3b82db6c52b27a905f991f969dc60175cf12bc70c671fadd6234d465173838,Adulto,Sem familiares,111****,menos que $100,E
73feaa37,0,ae51,521258bf96355b0849db3ad6c9270617574e63d8d4138de5f2cf09bd4e9bb170,Adulto,Sem familiares,234****,menos que $100,Desconhecido
e0e18c8d,0,d5eb,034669156e92765236d395f72f46547f2bc0289fd28a31c6b923ded310b6de23,Adulto,Sem familiares,A/S****,menos que $100,Desconhecido
5811ffb1,0,d5eb,3012f9cda5ce13b7c4cfdb6f710393b2a0828302e7daff82c37df5c4f8395836,Adulto,Sem familiares,SOT****,menos que $100,Desconhecido
86c34945,0,ae51,f8d2f3f4268a1d4e0fbbb2af9d541a6ab0326223d25f3aa91a0a99e376284d84,Adulto,Sem familiares,239****,menos que $100,Desconhecido
84725c70,0,35c4,0edeeff15afb250237d2ed848a31bdf87cc125846dcaa96badbfea787f8ef267,Adulto,Sem familiares,113****,menos que $100,Desconhecido
a6a7aa1a,0,d5eb,ef916460f5b2e25b6a976d06c47ac4b08ad16d190136f71d3f21bff0c3d81858,Adulto,Sem familiares,362****,menos que $100,Desconhecido
9348b7a3,1,d5eb,7b6d5a4a9a04fe86c63725e6e0f4688846b8599048bb32a245a740e517d7d020,Menor,Pequena,266****,menos que $100,Desconhecido
d55993ea,0,d5eb,7c849d70aaef12b9a134554af92ec29a411d8c8ed1458616703b6c836854e9cc,Adulto,Sem familiares,323****,menos que $100,Desconhecido
c463e147,0,d5eb,b82911c09197e5b69e8bb1ca9bed04d97c1054ee1869c5779aedc2f2de99689e,Adulto,Sem familiares,315****,menos que $100,Desconhecido
89fb23c6,1,ae51,088d572460f34958c6629b141eb80319e6afda5e27c955d7ee8921af5f8b2d42,Adulto,Pequena,C.A****,menos que $100,Desconhecido
4ff54150,1,ae51,ffe8e79526d199a4d6c8245f6bf84d2fc934ff4c900b81c06fb4f810709f7d9a,Adulto,Sem familiares,SC/****,menos que $100,D
6cdbac8a,0,d5eb,4c4006ee284d7175673c1b2e6fc36665be1663678f443b954bcb139317ea1529,Adulto,Sem familiares,755****,menos que $100,Desconhecido
ee8600a5,0,35c4,a049e5758c0bfcc50033eb331a485d6d75f3bed23843d1ec18a92f5e291267d3,Adulto,Sem familiares,110****,menos que $100,A
59618c49,0,ae51,705e09f981cdfaea5f5c59d504e9b8ecf310aee6c32f2c8b576ab825ee1260fe,Adulto,Pequena,310****,menos que $100,Desconhecido
d274ed6b,0,d5eb,481ebdc635108d3e598715ac1e131820ac43493a200b9d1ca5c04366d3b44e02,Adulto,Pequena,346****,menos que $100,Desconhecido
14abdb54,0,d5eb,110296682be480c88d95b6de8e8a9efb9c139efbdc5cf5c36642fe1a18744a17,Adulto,Sem familiares,350****,menos que $100,Desconhecido
460db1a4,1,d5eb,0d23f73fc0f3d32397b7d6ad335681718a564330da98a56cc3ba72160d670ce0,Menor,Pequena,310****,menos que $100,Desconhecido
499ae798,0,d5eb,31237a95400365f638c93917a8bff3d040b048dec90c5e7cd8f3e0d630574d15,Menor,Grande,CA ****,menos que $100,Desconhecido
73ad8a72,0,ae51,b677b22eab95c0b36bcea82cc46b87c4f69e0409189eb28960104b4004dd6e6a,Adulto,Sem familiares,239****,menos que $100,Desconhecido
f06e3eec,0,d5eb,94f043d98dab4f5a63cb2fbb83b8640e64bc26bd56e69c7a32104a0127f75cfa,Adulto,Sem familiares,A/5****,menos que $100,Desconhecido
cd785fb1,1,d5eb,2c0a9f3f96e4221dbbef5328bb5a9c8bb54b48ac2b39c0d5485dc3d150817b45,Senior,Sem familiares,413****,menos que $100,Desconhecido
106835da,1,35c4,ef2effa72243a747d89bffe0588aa75b9d10d566f2efb188fd97a79f3a188da1,Adulto,Pequena,119****,menos que $100,B
0866f78d,0,d5eb,f95eb9dd7aa99dc3ce35fcb9153359a2f32d5576a2b7767acc71deae71aec73b,Adulto,Grande,413****,menos que $100,Desconhecido
46a5ec38,1,35c4,8cf0514f82eff3b546674828a04dc60384f4bf965f70c1ca44361a6a6bd02cf8,Adulto,Pequena,199****,menos que $100,C
d5b5c17a,0,35c4,60389195d81a93b11699033ddee9ab194225118851edc8406698f5d136ca8f86,Adulto,Sem familiares,117****,menos que $100,B
937494b5,0,d5eb,4b6a9c06f9ef1b4d3471e9bd07c5338eb029436c38c6797e41740cc41738ef5b,Adulto,Sem familiares,A.5****,menos que $100,Desconhecido
0101b333,1,d5eb,ce7da64ce88a6c4989577ce084372288a4c46ec68fa4f3355c90b6c3f4a11925,Menor,Pequena,C.A****,menos que $100,Desconhecido
fd9c31cd,0,d5eb,e416e91f841a1ef169e0dc0d6536b2fe79428685634902ef945e820ff6eea6e6,Adulto,Pequena,653****,menos que $100,Desconhecido
2b3bd3f3,0,d5eb,625179fe1394b13d9746367e5657c20592357c3f3e5504f5194d8360cf9f6ad4,Adulto,Sem familiares,SOT****,menos que $100,Desconhecido
1be88454,0,35c4,3ad6fc12e9bfc8c14c49f378a004e4d7c985107dae166f550a6ed49392e24ebb,Adulto,Sem familiares,113****,menos que $100,C
9a3bcdb2,0,35c4,01da01508da13ad8c15fdb7653dcb9529ea614ff47c3ad204e151b9922add19a,Senior,Sem familiares,PC ****,menos que $100,Desconhecido
b1eeb7a5,0,d5eb,048e2dcdc09144bd650cc975350c54afa713aa4d0bb1ee085776872fb32f9b6e,Adulto,Sem familiares,A/4****,menos que $100,Desconhecido
9b1b6690,0,d5eb,5893156bd4a66dd4e54cff284ace92c3f40530b5c5e238c558dde84f9c6f3534,Adulto,Sem familiares,262****,menos que $100,Desconhecido
de92ffcb,1,35c4,6aa28282b092a6ff965b790e7d123be5abcb74d5331d0b6b714d2d44856e10e9,Adulto,Pequena,369****,menos que $100,D
8792b9d9,0,d5eb,2cc93b915261d6c152d6ef5ad927d999cf9c10f56339799806e42b0f80def292,Adulto,Sem familiares,C.A****,menos que $100,Desconhecido
c5b10b82,0,35c4,2b485e8baf65ae0fca5e279914ce3df0800eae399e860b90e2de4d60667f1734,Adulto,Pequena,113****,$100-$200,C
98188c23,0,d5eb,171154b5f9a4d697e819e274b9d06bfe9ef8a225171a686be237e0ad74fe087f,Adulto,Sem familiares,350****,menos que $100,Desconhecido
b8162b1e,0,d5eb,d5d83ffef4aa0f779b2440a612f2c25b7a764fbfb8dcc4bdb3fb29568321f98d,Menor,Sem familiares,315****,menos que $100,Desconhecido
5c1e6066,0,d5eb,0afac84c3465c71d3e28e19226aae8bdd9e0a3bd7bf0b80e66dfbe379f054f76,Adulto,Sem familiares,364****,menos que $100,Desconhecido
3ee46041,0,d5eb,03720877c4b4f4c44fd7132676e2ae8d4be8bec63a23890674fdbdc1445f6436,Adulto,Sem familiares,330****,menos que $100,Desconhecido
6716a1d4,0,d5eb,9b808d103c61514deeec1cf47673290bddf3eea4fe05ba563978e773e767f063,Adulto,Sem familiares,413****,menos que $100,Desconhecido
28254913,1,35c4,b258a96757a406d009d7a97b7a581a9855a592a9cd5ea85abee70bbdaf72c894,Menor,Sem familiares,110****,menos que $100,B
c4b53b51,0,35c4,d9f368170acdcf8f374f41055058a0972d9631cd5356882cff40dfa0bec9ea9a,Adulto,Pequena,PC ****,$100-$200,C
5593cf7c,1,ae51,a9afffcb72001c57b4e45128a9f777bf24b4de6436c8871f4054c32cc2ad1860,Adulto,Pequena,263****,menos que $100,Desconhecido
